Job Title,Company Name,Location,Type of ownership,Industry,Sector,Min Salary($),Max Salary($),Average Salary,Min Qualification,Python,R,SQL,C/C++/C#
In-Line Inspection Data Analyst,Quest Integrity,Tulsa,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",79000,106000,92500,,,,,
Data Scientist - TS/SCI FSP or CI Required,Phoenix Operations Group,Annapolis Junction,Company - Private,IT Services,Information Technology,79000,106000,92500,Bachelors,True,True,,
Data Scientist,Dice.com,Newton,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,79000,106000,92500,Bachelors,,,True,
Senior Data Scientist,Maxar Technologies,Herndon,Company - Public,Aerospace & Defense,Aerospace & Defense,79000,106000,92500,Bachelors,True,True,True,True
Data Scientist - TS/SCI Required,Phoenix Operations Group,Baltimore,Company - Private,IT Services,Information Technology,79000,106000,92500,Bachelors,True,,,
Data Science Software Engineer,Klaviyo,Boston,Company - Private,Computer Hardware & Software,Information Technology,79000,106000,92500,Bachelors,True,,,
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,Southwest Research Institute,Oklahoma City,Nonprofit Organization,Research & Development,Business Services,79000,106000,92500,Bachelors,True,,,True
AI Ops Data Scientist,AstraZeneca,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,106000,92500,Phd,True,True,True,
"Intelligence Data Analyst, Senior",The Buffalo Group,Fort Belvoir,Company - Private,IT Services,Information Technology,79000,106000,92500,,True,,,
Analytics Manager - Data Mart,Central California Alliance for Health,Scotts Valley,Nonprofit Organization,Health Care Services & Hospitals,Health Care,79000,106000,92500,Bachelors,,,True,
Data Modeler (Analytical Systems),MassMutual,Boston,Company - Private,Insurance Carriers,Insurance,79000,106000,92500,Bachelors,,,True,
"Senior Machine Learning Scientist - Bay Area, CA",Tempus Labs,Redwood City,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,106000,92500,Phd,True,,True,
Report Writer-Data Analyst,Security Finance Corporation of Spartanburg,Spartanburg,Company - Private,Lending,Finance,79000,106000,92500,Bachelors,,,True,
Data Scientist/Machine Learning,PulsePoint,New York,Company - Private,Internet,Information Technology,71000,123000,97000,Bachelors,True,,,
Data Scientist - Risk,LSQ,Orlando,Company - Private,Investment Banking & Asset Management,Finance,71000,123000,97000,Bachelors,True,True,,
Data Engineer,Resurgent Capital Services,Cincinnati,Company - Private,Venture Capital & Private Equity,Finance,71000,123000,97000,,True,True,True,True
Staff Data Scientist - Pricing,Opendoor,San Francisco,Company - Private,Real Estate,Real Estate,71000,123000,97000,,True,True,True,
Data Scientist,Global Data Management Inc,Hartford,Company - Private,IT Services,Information Technology,71000,123000,97000,,True,True,True,
Data Scientist,Photon Infotech,Chicago,Company - Private,IT Services,Information Technology,71000,123000,97000,Masters,True,True,True,
Data Scientist,REE,United States,Company - Private,Transportation Equipment Manufacturing,Manufacturing,71000,123000,97000,Bachelors,True,True,,
Machine Learning Engineer,Riverside Research Institute,Beavercreek,Nonprofit Organization,Federal Agencies,Government,71000,123000,97000,Bachelors,True,,,
Equity Data Insights Analyst - Quantitative Analyst,T. Rowe Price,Baltimore,Company - Public,Investment Banking & Asset Management,Finance,71000,123000,97000,Bachelors,True,True,,
Data Scientist,"Encode, Inc.",Norfolk,Company - Private,IT Services,Information Technology,71000,123000,97000,,,,,
Research Scientist - Patient-Centered Research (Remote),Evidera,Bethesda,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,71000,123000,97000,Masters,,,,
Data Scientist,BWX Technologies,Oak Ridge,Company - Public,Aerospace & Defense,Aerospace & Defense,71000,123000,97000,Bachelors,True,True,,True
Operations Data Analyst,Brighthouse Financial,Charlotte,Company - Public,Insurance Carriers,Insurance,71000,123000,97000,,,,,
Sr. Data Scientist II,Argo Group US,New York,Company - Public,Insurance Carriers,Insurance,71000,123000,97000,,True,True,True,
Data Scientist,II-VI Incorporated,Champaign,Company - Public,Telecommunications Manufacturing,Telecommunications,71000,123000,97000,,,,True,True
Data Scientist,Surya Systems,San Francisco,Company - Private,Computer Hardware & Software,Information Technology,71000,123000,97000,,True,True,True,
Data Scientist,PayPal,Texas,Company - Public,Internet,Information Technology,71000,123000,97000,Masters,True,True,,
Senior Data Analyst,Life360,San Francisco,Company - Public,Internet,Information Technology,71000,123000,97000,,True,True,True,
Data Scientist,Predictive Research Inc,Plano,Company - Private,Consulting,Business Services,71000,123000,97000,,True,,,
Data Scientist,Oversight Systems,Atlanta,Company - Private,Computer Hardware & Software,Information Technology,90000,124000,107000,,True,True,True,
Senior Research Statistician- Data Scientist,Acuity Insurance,Sheboygan,Company - Private,Insurance Carriers,Insurance,90000,124000,107000,Masters,,True,,True
Software Data Engineer,1010data,New York,Company - Private,Computer Hardware & Software,Information Technology,90000,124000,107000,Bachelors,True,,,
Data Scientist,Gigya,Palo Alto,Company - Private,Enterprise Software & Network Solutions,Information Technology,90000,124000,107000,Bachelors,,,,
Real World Evidence (RWE) Scientist,Genesis Research,Hoboken,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,124000,107000,Bachelors,True,True,True,
Data Scientist,Sanofi,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90000,124000,107000,Masters,True,True,True,
Data Scientist,XPO Logistics,Lebanon,Company - Public,Transportation Management,Transportation & Logistics,90000,124000,107000,Bachelors,True,True,True,
Data Scientist,Trace Data,Oakland,Company - Private,Insurance Carriers,Insurance,90000,124000,107000,Bachelors,True,True,True,
Data Scientist,Descript,San Francisco,Company - Private,-1,-1,90000,124000,107000,Bachelors,True,True,,True
Computer Scientist 1,Rincon Research Corporation,Melbourne,Company - Private,Aerospace & Defense,Aerospace & Defense,90000,124000,107000,Bachelors,True,,,True
Lead Data Scientist,MassMutual,Boston,Company - Private,Insurance Carriers,Insurance,90000,124000,107000,Masters,True,True,True,
Data Scientist,Better Hire,Birmingham,Company - Private,-1,-1,90000,124000,107000,,,,True,True
Data Scientist,Parker Hannifin,Cleveland,Company - Public,Industrial Manufacturing,Manufacturing,90000,124000,107000,Bachelors,True,True,True,
Data Scientist,Gallup,New York,Company - Private,Consulting,Business Services,90000,124000,107000,Masters,True,True,,
Data Scientist,Insider Inc,New York,Company - Private,News Outlet,Media,90000,124000,107000,,True,True,,
Data Scientist,Rapid Value Solutions,San Francisco,Company - Private,IT Services,Information Technology,90000,124000,107000,Bachelors,True,,True,
Environmental Data Science,Battelle,Norwell,Nonprofit Organization,Research & Development,Business Services,90000,124000,107000,Bachelors,,True,True,
Computational Behavioral Scientist,Ntrepid,Herndon,Company - Private,IT Services,Information Technology,90000,124000,107000,Masters,True,True,,True
Data Scientist,"The Drive Media, Inc.",New York,Unknown,-1,-1,90000,124000,107000,Bachelors,True,,True,
Staff BI and Data Engineer,Affinity Solutions,San Jose,Company - Private,Advertising & Marketing,Business Services,90000,124000,107000,Bachelors,True,,True,
Principal Machine Learning Scientist,Sage Intacct,San Francisco,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,90000,124000,107000,Masters,True,,True,
Principal Data Scientist - Machine Learning,Constant Contact,Waltham,Subsidiary or Business Segment,Advertising & Marketing,Business Services,90000,124000,107000,Masters,True,True,,
Data Scientist-Human Resources,MIT Lincoln Laboratory,Lexington,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,91000,150000,120500,Bachelors,True,True,True,
Associate Data Scientist,Puget Sound Energy,Bothell,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",91000,150000,120500,Bachelors,,,True,
"Data Scientist - Statistics, Mid-Career",Pacific Northwest National Laboratory,Richland,Government,Energy,"Oil, Gas, Energy & Utilities",91000,150000,120500,Bachelors,,,,
Director of Data Science,Analysis Group,Boston,Private Practice / Firm,Consulting,Business Services,91000,150000,120500,Phd,True,True,True,True
Data Scientist,US Pharmacopeia,Rockville,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,91000,150000,120500,Masters,True,True,True,
Data Scientist,Itlize Global,Piscataway,Company - Private,IT Services,Information Technology,91000,150000,120500,Bachelors,True,,,
Data Scientist,eBay,San Jose,Company - Public,Internet,Information Technology,91000,150000,120500,Bachelors,True,True,True,
"Data Engineer, Digital & Comp Pathology",Paige,New York,Company - Private,Enterprise Software & Network Solutions,Information Technology,91000,150000,120500,Masters,True,,True,
Data Engineer,Shape Security,Santa Clara,Company - Private,IT Services,Information Technology,91000,150000,120500,,True,,,
"Manager / Lead, Data Science & Analytics",ABIOMED,Danvers,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,91000,150000,120500,Masters,True,True,True,True
Data Scientist,Comcast,New York,Company - Public,-1,-1,91000,150000,120500,Bachelors,True,True,True,
Data Scientist,"Metronome, LLC",Vienna,Company - Private,IT Services,Information Technology,91000,150000,120500,Bachelors,True,True,True,
Data Scientist,SkillSoniq,San Francisco,Company - Public,-1,-1,91000,150000,120500,,True,,True,
Data Scientist,Lawrence Livermore National Lab,Livermore,Government,Federal Agencies,Government,91000,150000,120500,Bachelors,True,True,,True
Diversity and Inclusion Data Analyst,FHLBank Pittsburgh,Pittsburgh,Company - Private,Banks & Credit Unions,Finance,91000,150000,120500,Bachelors,,,,
Data Scientist,Jacobs,Herndon,Company - Public,Architectural & Engineering Services,Business Services,91000,150000,120500,Bachelors,True,True,True,
Data Scientist,Klaviyo,Boston,Company - Private,Computer Hardware & Software,Information Technology,91000,150000,120500,Bachelors,,,,
Data Scientist,Underwriters Laboratories,Northbrook,Company - Private,Consulting,Business Services,91000,150000,120500,Masters,,True,,
Data Scientist,Altus Group,Irvine,Company - Public,Real Estate,Real Estate,91000,150000,120500,Bachelors,True,,True,
Data Scientist,Jobot,Irvine,Company - Private,Staffing & Outsourcing,Business Services,91000,150000,120500,Bachelors,True,True,True,
Data Scientist,Trovetechs Inc,San Francisco,Company - Private,-1,-1,91000,150000,120500,,,,,
Senior Analyst/Data Scientist,Edmunds.com,Santa Monica,Company - Private,Internet,Information Technology,141000,225000,183000,Bachelors,True,True,True,
Data Scientist,Cohere Health,Boston,Company - Private,IT Services,Information Technology,141000,225000,183000,Masters,True,True,True,
Data Scientist,Trovetechs Inc,San Francisco,Company - Private,-1,-1,141000,225000,183000,,,,,
Senior Data Scientist - R&D Oncology,AstraZeneca,New York,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,141000,225000,183000,Phd,True,True,,
Data Scientist,Oshkosh Corporation,Oshkosh,Company - Public,Transportation Equipment Manufacturing,Manufacturing,141000,225000,183000,Bachelors,True,,True,True
Data Scientist,Joby Aviation,San Carlos,Company - Private,-1,-1,141000,225000,183000,,True,,True,
Data Scientist,Mackin,Menlo Park,Company - Private,Architectural & Engineering Services,Business Services,141000,225000,183000,,True,True,True,
Data Scientist,PETADATA,San Francisco,Company - Private,-1,-1,141000,225000,183000,,True,True,True,
Data Scientist,VBeyond Corporation,Dallas,Company - Private,Staffing & Outsourcing,Business Services,141000,225000,183000,Bachelors,True,True,,
Data Scientist Machine Learning,Leidos,Arlington,Company - Public,Aerospace & Defense,Aerospace & Defense,141000,225000,183000,Bachelors,True,True,,
Data Scientist,Take-Two,San Francisco,Company - Public,Video Games,Media,141000,225000,183000,Masters,True,,True,
Data Scientist,Colony Brands,Monroe,Company - Private,Food & Beverage Stores,Retail,141000,225000,183000,Bachelors,True,True,True,
Data Scientist,Capio Group,Sacramento,Hospital,Health Care Services & Hospitals,Health Care,141000,225000,183000,,True,True,True,
Data Scientist,SleePare,New York,Company - Private,Other Retail Stores,Retail,141000,225000,183000,,True,True,True,
Data Analyst,ShorePoint,Reston,Company - Private,IT Services,Information Technology,141000,225000,183000,Masters,,,True,
Data Scientist,Dolphin,New York,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,141000,225000,183000,,True,,True,
Data Scientist,TE Connectivity,Hampton,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,141000,225000,183000,,,,,
Data Scientist,State of Virginia,Richmond,Government,State & Regional Agencies,Government,141000,225000,183000,Bachelors,True,True,True,
Data Scientist,TA Digital,New York,Company - Private,Computer Hardware & Software,Information Technology,141000,225000,183000,,True,True,True,
Data Scientist,Market America Inc,Monterey,Company - Private,Other Retail Stores,Retail,141000,225000,183000,Masters,True,True,,
Data Scientist,Triplebyte,Chicago,Company - Private,Computer Hardware & Software,Information Technology,145000,225000,185000,,,,,
Data Scientist,Kingfisher Systems,McLean,Company - Private,Federal Agencies,Government,145000,225000,185000,Bachelors,True,True,,True
Chief Scientist,TrueAccord,Remote,Company - Private,Enterprise Software & Network Solutions,Information Technology,145000,225000,185000,Phd,True,,,
Data Scientist,ALTA IT Services,Woodlawn,Company - Private,IT Services,Information Technology,145000,225000,185000,Bachelors,True,True,True,
Data Scientist,Kollasoft Inc.,United States,Company - Private,IT Services,Information Technology,145000,225000,185000,Phd,True,True,,
Data Scientist,Kollasoft Inc.,New York,Company - Public,-1,-1,145000,225000,185000,Masters,True,True,,
Data Scientist,ASRC Federal Holding Company,Reston,Company - Private,Aerospace & Defense,Aerospace & Defense,145000,225000,185000,Bachelors,,,,
Data Scientist,Adwait Algorithm,New York,Company - Private,IT Services,Information Technology,145000,225000,185000,Bachelors,True,True,,
"Health Plan Data Analyst, Sr",Cook Children's Health Care System,Fort Worth,Nonprofit Organization,Health Care Services & Hospitals,Health Care,145000,225000,185000,Bachelors,,,,
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",Rubius Therapeutics,Smithfield,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,145000,225000,185000,Bachelors,,,,
Data Scientist,Cambridge FX,Atlanta,Company - Public,Financial Transaction Processing,Finance,145000,225000,185000,Bachelors,True,True,,
Senior Data Scientist,Metromile,San Francisco,Company - Private,Insurance Carriers,Insurance,145000,225000,185000,,True,,True,
Data Scientist,Criteo,Ann Arbor,Company - Public,Internet,Information Technology,145000,225000,185000,Bachelors,True,True,,True
Data Scientist,Advance Sourcing Concepts,Pittsburgh,Company - Private,-1,-1,145000,225000,185000,Bachelors,True,True,True,
Data Scientist,Enterprise Solutions Inc,New York,Company - Private,Staffing & Outsourcing,Business Services,145000,225000,185000,,True,True,,
Analytics - Business Assurance Data Analyst,GreatAmerica Financial Services,Cedar Rapids,Company - Private,Lending,Finance,145000,225000,185000,Bachelors,,,True,
Data Scientist,Microagility,New York,Company - Private,Consulting,Business Services,145000,225000,185000,,,True,True,
Data Scientist,"Conch Technologies, Inc",Concord,Company - Private,Consulting,Business Services,145000,225000,185000,,,,,
"Development Scientist, Voltaren",GSK,Richmond,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,145000,225000,185000,Bachelors,,True,,
Data Scientist,"Rainmaker Resources, LLC",Cincinnati,Company - Private,-1,-1,145000,225000,185000,Bachelors,,,,
Data Scientist,GovTech,San Francisco,Government,Federal Agencies,Government,79000,147000,113000,Bachelors,True,True,,
Data Scientist,Intellectual Ventures,Bellevue,Company - Private,Investment Banking & Asset Management,Finance,79000,147000,113000,,True,True,,True
Data Engineer,Rocket Lawyer,San Francisco,Company - Private,Computer Hardware & Software,Information Technology,79000,147000,113000,Bachelors,True,,True,
Data Scientist,22nd Century Technologies,Oakland,Company - Private,IT Services,Information Technology,79000,147000,113000,,,,True,
Data Scientist,Huxley,San Francisco,Company - Private,Staffing & Outsourcing,Business Services,79000,147000,113000,Masters,True,True,,
Data Scientist,FM Systems,Boston,Company - Private,Computer Hardware & Software,Information Technology,79000,147000,113000,Bachelors,True,,,
Data Scientist,B4Corp,Reston,Company - Private,IT Services,Information Technology,79000,147000,113000,,True,,True,
Machine Learning Engineer,Mteq,Fort Belvoir,Company - Public,Aerospace & Defense,Aerospace & Defense,79000,147000,113000,Bachelors,True,,,
Principal Data & Analytics Platform Engineer,Blue Cross and Blue Shield of North Carolina,Durham,Company - Private,Insurance Carriers,Insurance,79000,147000,113000,Bachelors,True,,True,
Machine Learning Engineer/Scientist,Jane Street,New York,Company - Private,Investment Banking & Asset Management,Finance,79000,147000,113000,,,,,
Data Scientist,SSATI,McLean,Company - Private,Computer Hardware & Software,Information Technology,79000,147000,113000,,True,,True,
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",Novartis,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,79000,147000,113000,,,,,
Data Scientist,Solving IT International Inc,Chicago,Company - Private,-1,-1,79000,147000,113000,Bachelors,,,,
Data Scientist,The Davey Tree Expert Company,Kent,Self-employed,Timber Operations,Agriculture & Forestry,79000,147000,113000,Bachelors,True,True,True,
Data Scientist,Centauri,Reston,Company - Private,Aerospace & Defense,Aerospace & Defense,79000,147000,113000,Bachelors,,,True,
Data Scientist,Stride Search,San Francisco,Company - Private,-1,-1,79000,147000,113000,,True,True,,
Machine Learning Engineer,Software Engineering Institute,Pittsburgh,College / University,Colleges & Universities,Education,79000,147000,113000,Bachelors,True,,,True
Data Analyst - Unilever Prestige,Dermalogica,Carson,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,79000,147000,113000,Bachelors,True,True,True,
Data Scientist,TechProjects,New York,Company - Private,IT Services,Information Technology,79000,147000,113000,,True,True,True,
"VP, Data Science",7Park Data,New York,Company - Private,Research & Development,Business Services,79000,147000,113000,Masters,True,True,,
Data Scientist,Netskope,Santa Clara,Company - Private,Enterprise Software & Network Solutions,Information Technology,122000,146000,134000,Phd,True,True,,
Data Scientist,Eversight,Palo Alto,Company - Private,Enterprise Software & Network Solutions,Information Technology,122000,146000,134000,Masters,True,,,
Senior Business Intelligence Analyst,Protolabs,Maple Plain,Company - Public,Miscellaneous Manufacturing,Manufacturing,122000,146000,134000,Bachelors,,,True,
Data Scientist,Ameritas Life Insurance Corp,Cincinnati,Company - Private,Insurance Agencies & Brokerages,Insurance,122000,146000,134000,,,,,
Data Engineer - Kafka,Western Digital,San Jose,Company - Public,Computer Hardware & Software,Information Technology,122000,146000,134000,Bachelors,True,True,,True
Data Scientist,"Shimento, Inc.",Santa Clara,Company - Private,-1,-1,122000,146000,134000,Bachelors,True,True,,
Data Scientist,Averity,New York,Company - Private,Staffing & Outsourcing,Business Services,122000,146000,134000,Masters,,,,
Data Scientist,Praxis Engineering,Chantilly,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,122000,146000,134000,,,,True,
Data Scientist,Point72 Ventures,Palo Alto,-1,-1,-1,122000,146000,134000,,,,,
Decision Scientist,Johns Hopkins University Applied Physics Laboratory,Laurel,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,122000,146000,134000,Bachelors,,,,
Data Scientist,Cambridge Mobile Telematics,Cambridge,Company - Private,Enterprise Software & Network Solutions,Information Technology,122000,146000,134000,Masters,True,,,
Data Science All Star Program - Data Engineer Track,Blend360,Columbia,Company - Private,Consulting,Business Services,122000,146000,134000,Masters,True,,True,
Data Scientist - TS/SCI FSP or CI Required,Phoenix Operations Group,Annapolis Junction,Company - Private,IT Services,Information Technology,122000,146000,134000,Bachelors,True,True,,
Data Analyst,Nolij Consulting,Falls Church,Company - Public,Consulting,Business Services,122000,146000,134000,Bachelors,True,True,True,
Data Scientist,Hatch Data Inc,San Francisco,-1,-1,-1,122000,146000,134000,Bachelors,True,True,,
Senior Data Scientist,Maxar Technologies,Herndon,Company - Public,Aerospace & Defense,Aerospace & Defense,122000,146000,134000,Bachelors,True,True,True,True
Data Scientist,Quick Base,Cambridge,Company - Private,Enterprise Software & Network Solutions,Information Technology,112000,116000,114000,Masters,True,,True,True
Data Scientist,Takeda,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000,116000,114000,Masters,True,True,True,
Data Scientist,Maxar Technologies,Herndon,Company - Public,Aerospace & Defense,Aerospace & Defense,112000,116000,114000,Bachelors,True,True,True,True
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,Southwest Research Institute,Oklahoma City,Nonprofit Organization,Research & Development,Business Services,112000,116000,114000,Bachelors,True,,,True
Data Scientist,Compass Consulting Group,Thousand Oaks,Company - Private,Consulting,Business Services,112000,116000,114000,Bachelors,True,,True,
Data Science Software Engineer,Klaviyo,Boston,Company - Private,Computer Hardware & Software,Information Technology,112000,116000,114000,Bachelors,True,,,
AI Ops Data Scientist,AstraZeneca,Gaithersburg,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,112000,116000,114000,Phd,True,True,True,
Data Scientist,"SolutionIT, Inc.",Edison,Company - Private,-1,-1,112000,116000,114000,Bachelors,,,,
Data Scientist,Perspecta,Adelphi,Company - Public,Aerospace & Defense,Aerospace & Defense,112000,116000,114000,Bachelors,True,,,True
Data Scientist,Smith Hanley Associates,Washington,Company - Private,Staffing & Outsourcing,Business Services,112000,116000,114000,Masters,True,True,True,
Scientist - Machine Learning,Allen Institute,Seattle,Nonprofit Organization,Research & Development,Business Services,112000,116000,114000,Phd,,,,
Data Scientist,Eliassen Group,Plano,Company - Private,Staffing & Outsourcing,Business Services,112000,116000,114000,Masters,True,True,,
Data Scientist,Bayside Solutions,Sunnyvale,Company - Private,Staffing & Outsourcing,Business Services,112000,116000,114000,Bachelors,True,True,True,
Sr. Data Scientist,Evolve Vacation Rental,Denver,Company - Private,Travel Agencies,Travel & Tourism,112000,116000,114000,Bachelors,True,,True,
Data Scientist,AgreeYa Solutions,Thousand Oaks,Company - Private,IT Services,Information Technology,112000,116000,114000,,True,True,True,
Data Scientist,Carolina Power & Light Co,McLean,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",112000,116000,114000,,True,True,True,
Analytics Manager - Data Mart,Central California Alliance for Health,Scotts Valley,Nonprofit Organization,Health Care Services & Hospitals,Health Care,112000,116000,114000,Bachelors,,,True,
Data Modeler (Analytical Systems),MassMutual,Boston,Company - Private,Insurance Carriers,Insurance,112000,116000,114000,Bachelors,,,True,
Applied AI Scientist / Engineer,"New Iron Group, Inc.",Boston,Contract,Computer Hardware & Software,Information Technology,112000,116000,114000,,True,,True,
"Data Engineer (Analytics, SQL, Python, AWS)",Travelers,Hartford,Company - Public,Insurance Carriers,Insurance,112000,116000,114000,Bachelors,True,,True,
Senior Data Analyst - Finance & Platform Analytics,Twitch,San Francisco,Subsidiary or Business Segment,Internet,Information Technology,112000,116000,114000,Bachelors,True,True,True,
Senior Data Scientist,Klaviyo,Boston,Company - Private,Computer Hardware & Software,Information Technology,110000,163000,136500,Bachelors,,,,
Market Research Data Scientist,GutCheck,Denver,Company - Private,Advertising & Marketing,Business Services,110000,163000,136500,,,True,,
IT Partner Digital Health Technology and Data Science,Biogen,Cambridge,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,110000,163000,136500,Bachelors,,True,,
Data Scientist,HireAi,San Francisco,-1,-1,-1,110000,163000,136500,Bachelors,True,True,True,True
"Senior Machine Learning Scientist - Bay Area, CA",Tempus Labs,Redwood City,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,110000,163000,136500,Phd,True,,True,
"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",Mentor Graphics,Fremont,Company - Public,Computer Hardware & Software,Information Technology,110000,163000,136500,Bachelors,True,True,,True
Senior Clinical Data Scientist Programmer,WCG (WIRB-Copernicus Group),Hamilton,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,110000,163000,136500,Bachelors,,True,,
Data Engineer,Kingfisher Systems,Falls Church,Company - Private,Federal Agencies,Government,110000,163000,136500,Bachelors,True,,True,
Computer Vision / Deep Learning Scientist,Tempus Labs,Chicago,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,110000,163000,136500,Phd,,,,
Data Solutions Engineer - Data Modeler,Liberty Mutual Insurance,Indianapolis,Company - Private,Insurance Carriers,Insurance,110000,163000,136500,Bachelors,True,,True,
Data Scientist,Visionary Integration Professionals,Washington,Company - Private,IT Services,Information Technology,110000,163000,136500,,,,,
Data Scientist (TS/SCI w/ Poly),Maxar Technologies,Herndon,Company - Public,Aerospace & Defense,Aerospace & Defense,110000,163000,136500,Bachelors,True,,,
Weapons and Sensors Engineer/Scientist,Dynetics,Huntsville,Company - Private,Aerospace & Defense,Aerospace & Defense,110000,163000,136500,Bachelors,True,,,True
Applied Computer Scientist,Systems & Technology Research,Woburn,Company - Private,Aerospace & Defense,Aerospace & Defense,110000,163000,136500,Bachelors,,,,True
Senior Data Analyst,Novetta,Herndon,Company - Private,Enterprise Software & Network Solutions,Information Technology,110000,163000,136500,Bachelors,True,True,True,True
Cloud Data Engineer (Azure),Navy Federal Credit Union,Merrifield,Other Organization,Banks & Credit Unions,Finance,110000,163000,136500,Bachelors,,,True,
"Lead Certified Clinical Laboratory Scientist - Saturday - Tuesday, 8:00pm - 6:30am shift",Exact Sciences Corporation,Madison,Company - Public,Health Care Services & Hospitals,Health Care,110000,163000,136500,Bachelors,,,,
Sr. Data Analyst,Community Behavioral Health,Philadelphia,Company - Private,Health Care Services & Hospitals,Health Care,110000,163000,136500,Bachelors,,,True,
Senior Scientist - Toxicologist - Product Integrity (Stewardship),Reynolds American,Winston-Salem,Company - Private,Consumer Products Manufacturing,Manufacturing,110000,163000,136500,Masters,,True,,True
Senior Machine Learning Engineer,LifeOmic,Raleigh,Company - Private,Enterprise Software & Network Solutions,Information Technology,110000,163000,136500,,,,,
Product Data Scientist - Ads Data Science,Twitter,San Francisco,Company - Public,Internet,Information Technology,124000,198000,161000,Masters,True,True,,True
Data Scientist,Postmates - Corporate HQ,San Francisco,Company - Private,Express Delivery Services,Transportation & Logistics,124000,198000,161000,Bachelors,True,True,True,
Data Scientist,"Visionist, Inc.",Columbia,Company - Private,Enterprise Software & Network Solutions,Information Technology,124000,198000,161000,Bachelors,True,True,,
Data Scientist,Navio,San Mateo,Unknown,-1,-1,124000,198000,161000,,,,,
Data Scientist,Concerto HealthAI,Boston,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,124000,198000,161000,Phd,True,True,,True
Data Scientist,Evolvinc,Burbank,Company - Private,IT Services,Information Technology,124000,198000,161000,Bachelors,True,True,True,
Data Scientist,PROPRIUS,Sunnyvale,Company - Private,Enterprise Software & Network Solutions,Information Technology,124000,198000,161000,Masters,True,True,,True
Data Scientist,TECHNOCRAFT Solutions,San Ramon,Company - Private,Advertising & Marketing,Business Services,124000,198000,161000,Bachelors,True,,True,
Data Scientist,"Latitude, Inc.",Washington,Company - Private,Consulting,Business Services,124000,198000,161000,Masters,True,True,True,True
Data Scientist,Royce Geospatial,Springfield,Company - Private,Aerospace & Defense,Aerospace & Defense,124000,198000,161000,,True,,True,
Data Scientist,CyberCoders,Phoenix,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,124000,198000,161000,Bachelors,True,,,
Data Scientist,Booz Allen Hamilton Inc.,Oxnard,Company - Public,Consulting,Business Services,124000,198000,161000,Bachelors,True,,,
Data Scientist,Burns & McDonnell,Kansas City,Company - Private,Architectural & Engineering Services,Business Services,124000,198000,161000,Bachelors,True,True,True,
Data Scientist,InvenTech Info,Jersey City,Company - Private,IT Services,Information Technology,124000,198000,161000,,True,True,True,True
Data Scientist,Robert Half,Manchester,Company - Public,Staffing & Outsourcing,Business Services,124000,198000,161000,Masters,True,,True,
Analytics - Business Assurance Data Analyst,GreatAmerica Financial Services,Cedar Rapids,Company - Private,Lending,Finance,124000,198000,161000,Bachelors,,,True,
Data Scientist,Conflux Systems Inc.,Winters,Company - Private,Accounting,Accounting & Legal,124000,198000,161000,Phd,True,,True,
